,movie_title,title_year,director_name,actor_1_name,duration,facenumber_in_poster,budget,gross,imdb_score,num_voted_users,num_user_for_reviews,num_critic_for_reviews,director_facebook_likes,movie_facebook_likes,actor_1_facebook_likes,cast_total_facebook_likes
2601,Brigham City,2001,Richard Dutcher,Wilford Brimley,119,0.5,1000000,798341,7.2,983,63,12,13,100,957,1107
2602,Orgazmo,1997,Trey Parker,Trey Parker,92,0.5,1000000,582024,6.2,30396,168,59,406,0,406,904
2603,All the Real Girls,2003,David Gordon Green,Zooey Deschanel,108,0.5,2500000,548712,6.9,9233,126,88,234,571,11000,12385
2604,Dream with the Fishes,1997,Finn Taylor,David Arquette,97,0.5,1000000,464655,7.0,1524,29,28,4,166,611,1692
2605,Blue Car,2002,Karen Moncrieff,Frances Fisher,88,0.5,1000000,464126,6.7,3142,68,44,22,115,638,1641
2607,Wristcutters: A Love Story,2006,Goran Dukic,Leslie Bibb,88,2.0,1000000,104077,7.4,46076,88,117,21,11000,1000,4720
2608,The Battle of Shaker Heights,2003,Efram Potelle,Shiri Appleby,79,2.0,1000000,279282,6.1,3806,49,29,2,150,855,2489
2609,Taxi to the Dark Side,2007,Alex Gibney,Alex Gibney,53,0.5,1000000,274661,7.7,10564,40,84,141,0,141,313
2610,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,Paul Crowder,Pel,97,0.5,1000000,144431,7.3,1290,13,40,10,587,102,118
2611,Antarctica: A Year on Ice,2013,Anthony Powell,Josh Swanson,91,0.5,1000000,287761,7.6,2482,16,31,9,0,53,86
2612,The House of the Devil,2009,Ti West,Lena Dunham,95,0.5,900000,100659,6.4,30160,193,238,243,0,969,3833
2613,The Perfect Host,2010,Nick Tomnay,David Hyde Pierce,93,0.5,500000,48430,6.8,20176,73,112,11,0,443,1452
2614,Safe Men,1998,John Hamburg,Harvey Fierstein,88,0.5,1000000,21210,6.1,2735,52,33,29,157,499,1141
2615,The Specials,2000,Craig Mazin,Judy Greer,82,0.5,1000000,12996,6.0,1938,54,29,82,210,2000,3905
2616,Alone with Her,2006,Eric Nicholas,Jordana Spiro,78,0.5,1000000,10018,6.1,3228,31,71,0,244,262,509
2618,Special,2006,Hal Haberman,Michael Rapaport,81,0.5,1000000,6387,6.9,4862,37,56,0,0,975,2694
2621,Hard Candy,2005,David Slade,Odessa Rae,104,0.5,950000,1007962,7.1,131969,651,231,171,12000,109,117
2622,The Quiet,2005,Jamie Babbit,Katy Mixon,91,0.5,900000,381186,6.4,13485,90,65,91,698,982,3299
2623,Fruitvale Station,2013,Ryan Coogler,Ahna O'Reilly,85,0.5,900000,16097842,7.5,53919,168,327,0,17000,282,687
2624,The Brass Teapot,2012,Ramaa Mosley,Jack McBrayer,101,2.0,900000,6643,6.4,11965,39,62,6,0,975,4184
2625,The Hammer,2007,Charles Herman-Wurmfeld,John Enos III,88,0.5,850000,442638,7.3,5489,23,73,0,337,465,897
2626,Latter Days,2003,C. Jay Cox,Joseph Gordon-Levitt,107,2.0,850000,819939,7.2,14580,252,35,6,0,23000,26017
2627,"For a Good Time, Call...",2012,Jamie Travis,James Wolk,88,0.5,850000,1243961,6.0,13421,34,115,15,0,938,3770
2629,Welcome to the Dollhouse,1995,Todd Solondz,Heather Matarazzo,88,0.5,800000,4771000,7.5,26513,174,74,377,0,529,1502
2632,Saints and Soldiers,2003,Ryan Little,Corbin Allred,90,0.5,780000,1310270,6.8,17725,157,33,38,1000,214,587
2633,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,Matt Maiellaro,Tina Fey,86,0.5,750000,5518918,6.9,12160,73,82,8,307,2000,3071
2634,Safety Not Guaranteed,2012,Colin Trevorrow,Mary Lynn Rajskub,86,0.5,750000,4007792,7.0,101287,260,271,365,31000,934,2714
2635,Kill List,2011,Ben Wheatley,MyAnna Buring,95,0.5,500000,26297,6.3,25750,209,255,214,0,513,1269
2637,Interview with the Assassin,2002,Neil Burger,Raymond J. Barry,88,0.5,750000,47329,6.6,1661,31,31,168,163,108,243
2640,L.I.E.,2001,Michael Cuesta,Adam LeFevre,97,0.5,700000,1141829,7.2,8509,109,64,52,420,80,209
2641,Naturally Native,1998,Jennifer Wynne Farmer,Irene Bedard,107,2.0,700000,10508,6.5,103,6,2,0,102,752,1763
2642,Hav Plenty,1997,Christopher Scott Cherot,Hill Harper,84,2.0,650000,2301777,6.5,819,36,25,21,161,465,714
2645,Broken Vessels,1998,Scott Ziehl,William Smith,90,0.5,600000,13493,6.6,531,19,18,4,51,919,2288
2646,Fireproof,2008,Alex Kendrick,Kirk Cameron,122,0.5,500000,33451479,6.5,17068,215,50,589,0,848,1164
2650,The Station Agent,2003,Tom McCarthy,Peter Dinklage,89,0.5,500000,5739376,7.7,58260,286,154,310,0,22000,24419
2651,To Save a Life,2009,Brian Baugh,Randy Wayne,120,0.5,1000000,3773863,7.1,4583,55,20,3,0,984,2563
2652,Beyond the Mat,1999,Barry W. Blaustein,Terry Funk,108,2.0,500000,2047570,7.6,6790,80,70,6,491,54,194
2653,The Singles Ward,2002,Kurt Hale,Kirby Heyborne,102,0.5,500000,1250798,6.4,1099,53,5,0,43,69,161
2654,Sholem Aleichem: Laughing in the Darkness,2011,Joseph Dorman,Rachel Dratch,93,0.5,500000,906666,6.8,154,5,29,0,287,399,660
2655,Groove,2000,Greg Harrison,Rachel True,86,0.5,500000,1114943,6.5,3562,74,46,7,0,328,407
2656,The R.M.,2003,Kurt Hale,Kirby Heyborne,101,0.5,500000,1111615,6.0,651,34,3,0,44,69,155
2657,Twin Falls Idaho,1999,Michael Polish,Sasha Alexander,111,0.5,500000,985341,7.3,3479,87,54,35,180,980,3166
2658,Mean Creek,2004,Jacob Aaron Estes,Rory Culkin,90,0.5,500000,603943,7.3,26407,154,126,9,1000,710,2655
2659,Hurricane Streets,1997,Morgan J. Freeman,Edie Falco,86,2.0,500000,334041,6.5,1038,21,17,204,51,659,2322
2660,Never Again,2001,Eric Schaeffer,Peter Dinklage,98,0.5,500000,295468,6.0,709,34,25,71,139,22000,24382
2662,Lonesome Jim,2005,Steve Buscemi,Kevin Corrigan,91,0.5,500000,154077,6.6,6884,53,81,12000,238,778,1440
2663,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,2012,Molly Bernstein,David Mamet,88,0.5,500000,151389,7.1,774,7,39,0,590,342,483
2665,Finishing the Game: The Search for a New Bruce Lee,2007,Justin Lin,Monique Gabriela Curnen,84,0.5,500000,52850,6.2,1656,12,35,681,155,239,734
2667,Monsters,2010,Gareth Edwards,Scoot McNairy,94,0.5,500000,237301,6.4,75669,451,344,380,19000,660,1118
2668,The Living Wake,2007,Sol Tryon,Jim Gaffigan,91,2.0,500000,12055,6.5,739,10,28,0,339,472,1047
2670,Born to Fly: Elizabeth Streb vs. Gravity,2014,Catherine Gund,Elizabeth Streb,82,0.5,500000,21199,6.8,40,10,10,0,44,0,0
2672,Bloody Sunday,2002,Paul Greengrass,James Nesbitt,107,0.5,2000000,768045,7.7,19732,120,92,521,0,773,976
2673,Conversations with Other Women,2005,Hans Canosa,Olivia Wilde,84,0.5,450000,379122,7.1,10143,54,365,3,0,10000,12496
2674,Poultrygeist: Night of the Chicken Dead,2006,Lloyd Kaufman,John Karyus,103,0.5,500000,23000,6.2,5931,58,88,365,0,907,1411
2676,Napoleon Dynamite,2004,Jared Hess,Jon Heder,92,0.5,400000,44540956,6.9,161448,1473,220,100,0,970,3950
2677,Blue Ruin,2013,Jeremy Saulnier,Devin Ratray,90,0.5,1066167,258113,7.1,42678,135,279,57,0,1000,1528
2678,Paranormal Activity,2007,Oren Peli,Micah Sloat,84,0.5,15000,107917283,6.3,184824,1189,409,110,12000,189,330
2681,Tarnation,2003,Jonathan Caouette,Greg Ayres,88,2.0,218,592014,7.2,5709,114,72,20,754,58,78
2683,What Happens in Vegas,2008,Tom Vaughan,Treat Williams,101,2.0,35000000,80276912,6.1,140740,151,148,12,0,642,1026
2684,Trekkies,1997,Roger Nygard,Walter Koenig,86,0.5,375000,617172,7.0,4407,75,43,3,672,643,2864
2685,Murderball,2005,Henry Alex Rubin,Mark Zupan,88,0.5,1750211,1523883,7.8,9037,70,110,30,0,15,15
2687,Tumbleweeds,1999,Gavin O'Connor,Kimberly J. Brown,102,0.5,312000,1281176,6.7,2932,73,64,149,121,409,1986
2688,The Prophecy,1995,Gregory Widen,Viggo Mortensen,98,0.5,8000000,16115878,6.6,24438,194,56,10,0,10000,13433
2689,Pieces of April,2003,Peter Hedges,Oliver Platt,80,2.0,300000,2360184,7.1,18035,177,131,54,0,1000,3010
2690,Old Joy,2006,Kelly Reichardt,Daniel London,76,2.0,300000,255352,6.7,4423,57,88,129,594,52,132
2691,Wendy and Lucy,2008,Kelly Reichardt,John Robinson,80,0.5,200000,856942,7.1,12241,112,189,129,0,375,460
2693,Fighting Tommy Riley,2004,Eddie O'Flaherty,Don Wallace,109,0.5,200000,5199,6.6,720,23,13,3,30,54,185
2695,Compliance,2012,Craig Zobel,Dreama Walker,90,0.5,270000,318622,6.4,24668,175,286,25,0,601,1734
2696,Chasing Amy,1997,Kevin Smith,Matt Damon,113,2.0,250000,12006514,7.3,114070,500,147,0,0,13000,15765
2697,Lovely & Amazing,2001,Nicole Holofcener,Aunjanue Ellis,91,2.0,250000,4186931,6.9,6041,85,71,132,169,400,1330
2698,Better Luck Tomorrow,2002,Justin Lin,Parry Shen,98,0.5,250000,3799339,7.2,8000,138,51,681,661,94,139
2699,The Incredibly True Adventure of Two Girls in Love,1995,Maria Maggenti,Nicole Ari Parker,94,0.5,250000,1977544,6.5,3513,36,23,4,423,360,656
2700,Chuck & Buck,2000,Miguel Arteta,Lupe Ontiveros,96,0.5,250000,1050600,6.6,4662,136,59,44,170,625,1378
2701,American Desi,2001,Piyush Dinker Pandya,Purva Bedi,100,2.0,250000,902835,6.7,1489,40,9,0,133,250,454
2702,Cube,1997,Vincenzo Natali,David Hewlett,90,0.5,365000,489220,7.3,160511,696,99,165,11000,686,1743
2703,Love and Other Catastrophes,1996,Emma-Kate Croghan,Radha Mitchell,76,0.5,250000,212285,6.4,1727,21,21,0,46,991,1661
2704,I Married a Strange Person!,1997,Bill Plympton,Charis Michelsen,75,0.5,250000,203134,7.0,1428,21,19,45,178,5,7
2706,Sugar Town,1999,Allison Anders,Ally Sheedy,92,2.0,250000,177840,6.1,708,22,29,99,93,793,1987
2708,The Sticky Fingers of Time,1997,Hilary Brougher,James Urbaniak,81,0.5,250000,18195,6.3,336,7,8,0,67,119,154
2709,Burn,2012,Tom Putnam,Brendan Doogie Milewski,86,0.5,225000,111300,7.5,575,6,22,15,801,2,2
2710,Urbania,2000,Jon Shear,Dan Futterman,106,0.5,225000,1027119,7.0,2742,73,38,0,72,254,964
2711,Swingers,1996,Doug Liman,Jon Favreau,96,0.5,200000,4505922,7.4,63951,252,77,218,0,4000,4230
2712,Short Cut to Nirvana: Kumbh Mela,2004,Maurizio Benazzo,The Dalai Lama,85,0.5,200000,381225,7.2,131,13,15,0,30,66,66
2713,Middle of Nowhere,2012,Ava DuVernay,Omari Hardwick,97,2.0,200000,78030,6.5,1034,10,37,151,569,1000,3021
2714,The Business of Fancydancing,2002,Sherman Alexie,William Joseph Elk III,103,0.5,200000,174682,6.9,460,14,12,18,96,96,314
2715,Call + Response,2008,Justin Dillon,Matisyahu,86,2.0,200000,215185,7.5,48,2,7,0,26,178,279
2716,The Trials of Darryl Hunt,2006,Ricki Stern,Darryl Hunt,106,0.5,200000,1111,7.7,771,10,11,15,246,2,2
2717,Weekend,2011,Andrew Haigh,Tom Cullen,97,0.5,120000,469947,7.7,19846,68,143,131,0,507,654
2719,Another Earth,2011,Mike Cahill,Robin Lord Taylor,92,0.5,100000,1316074,7.0,71387,228,242,135,21000,574,1303
2720,Tadpole,2000,Gary Winick,Bebe Neuwirth,78,2.0,150000,2882062,6.3,5178,101,91,56,132,376,1144
2721,The Woman Chaser,1999,Robinson Devor,Marilyn Rising,88,0.5,1200000,110720,7.3,524,22,18,14,73,142,168
2722,The Horse Boy,2009,Michel Orion Scott,Temple Grandin,93,0.5,160000,155984,7.4,586,9,29,0,0,58,62
2723,Antarctic Edge: 70 South,2015,Dena Seidel,Naderev Sano,72,0.5,150000,4914,7.0,123,2,5,0,215,0,0
2724,Top Spin,2014,Sara Newens,Ariel Hsing,80,0.5,150000,5858,7.1,260,2,18,0,116,0,0
2726,Your Sister's Sister,2011,Lynn Shelton,Mark Duplass,90,2.0,125000,1573712,6.7,21618,62,171,100,3000,830,973
2727,Facing the Giants,2006,Alex Kendrick,Alex Kendrick,111,0.5,100000,10174663,6.7,12399,382,31,589,0,589,916
2730,The Lost Skeleton of Cadavra,2001,Larry Blamire,Fay Masterson,90,0.5,40000,110536,7.0,4117,118,88,56,0,126,284
2731,Cheap Thrills,2013,E.L. Katz,Brighton Sharbino,88,2.0,200000,59379,6.8,12796,52,193,3,0,3000,4729
2732,Pi,1998,Darren Aronofsky,Mark Margolis,84,0.5,60000,3216970,7.5,142619,586,138,0,24000,1000,2065
2734,Super Size Me,2004,Morgan Spurlock,Chemeeka Walker,100,2.0,65000,11529368,7.3,85028,404,193,293,0,0,0
2737,The Brothers McMullen,1995,Edward Burns,Shari Albert,98,0.5,25000,10246600,6.6,6375,36,36,0,265,138,388
2738,Tiny Furniture,2010,Lena Dunham,Lena Dunham,98,0.5,65000,389804,6.3,11816,35,113,969,0,969,2530
2739,George Washington,2000,David Gordon Green,Paul Schneider,90,0.5,42000,241816,7.5,6246,76,75,234,451,552,642
2740,Smiling Fish & Goat on Fire,1999,Kevin Jordan,Derick Martini,90,2.0,40000,277233,7.6,2631,26,21,4,0,20000,20814
2743,In the Company of Men,1997,Neil LaBute,Stacy Edwards,97,0.5,25000,2856622,7.3,11550,197,80,119,489,136,254
2745,The Puffy Chair,2005,Jay Duplass,Mark Duplass,85,0.5,15000,192467,6.6,4067,71,51,157,297,830,1064
2746,Breaking Upwards,2009,Daryl Wein,Zoe Lister-Jones,88,2.0,15000,76382,6.2,1194,8,22,38,324,331,1546
2747,Primer,2004,Shane Carruth,Shane Carruth,77,0.5,7000,424760,7.0,72639,371,143,291,19000,291,368
2748,Newlyweds,2011,Edward Burns,Kerry Bish,95,0.5,9000,4584,6.4,1338,14,14,0,413,296,690
2749,My Date with Drew,2004,Jon Gunn,John August,90,0.5,1100,85222,6.6,4285,84,43,16,456,86,163
