,movie_title,title_year,director_name,actor_1_name,duration,facenumber_in_poster,budget,gross,imdb_score,num_voted_users,num_user_for_reviews,num_critic_for_reviews,director_facebook_likes,movie_facebook_likes,actor_1_facebook_likes,cast_total_facebook_likes
2583,The Squid and the Whale,2005,Noah Baumbach,William Baldwin,88,0,1500000,7362100,7.4,60295,232,110,387,0,436,479
2584,Kissing Jessica Stein,2001,Charles Herman-Wurmfeld,Scott Cohen,97,1,1000000,7022940,6.7,14018,190,110,0,682,378,1173
2585,Exotica,1994,Atom Egoyan,Bruce Greenwood,103,1,2000000,5132222,7.2,14112,83,53,460,619,991,2990
2586,Buffalo '66,1998,Vincent Gallo,Anjelica Huston,110,2,1500000,2365931,7.5,36657,318,106,787,0,1000,4762
2587,Insidious,2010,James Wan,Lin Shaye,103,1,1500000,53991137,6.8,202800,752,445,0,60000,852,3030
2588,The Ballad of Jack and Rose,2005,Rebecca Miller,Beau Bridges,112,1,1500000,712294,6.7,9408,68,75,58,608,552,859
2589,The To Do List,2013,Maggie Carey,Donald Glover,104,7,1500000,3447339,5.8,29517,79,97,38,0,801,2667
2590,Session 9,2001,Brad Anderson,Paul Guilfoyle,100,0,1500000,373967,6.5,43839,481,127,122,0,210,469
2591,I Want Someone to Eat Cheese With,2006,Jeff Garlin,Jessy Schram,80,0,1500000,194568,6.2,2963,28,32,522,0,813,2179
2592,Stolen Summer,2002,Pete Jones,Brian Dennehy,91,1,1500000,119841,6.5,2419,55,31,18,304,954,3901
2593,My Name Is Bruce,2007,Bruce Campbell,Ted Raimi,84,1,1500000,173066,6.3,21379,88,100,0,0,634,1238
2594,The Salon,2005,Mark Brown,Vivica A. Fox,90,7,1500000,92362,4.3,444,5,14,7,68,890,3138
2595,Road Hard,2015,Adam Carolla,Jay Mohr,98,0,1500000,105943,6.1,1351,11,14,102,212,563,2628
2596,Amigo,2010,John Sayles,Brian Lee Franklin,124,0,1700000,183490,5.8,463,8,35,407,594,38,60
2597,Pontypool,2008,Bruce McDonald,Stephen McHattie,95,0,1500000,3478,6.7,22212,142,178,49,0,413,721
2598,The Lords of Salem,2012,Rob Zombie,Sid Haig,101,1,2500000,1163508,5.1,20376,166,234,0,15000,1000,5158
2600,Incident at Loch Ness,2004,Zak Penn,Zak Penn,94,0,1400000,36830,6.6,3291,63,60,87,400,87,256
2601,"Lock, Stock and Two Smoking Barrels",1998,Guy Ritchie,Jason Statham,120,1,960000,3650677,8.2,414976,523,116,0,21000,26000,28294
2602,Trees Lounge,1996,Steve Buscemi,Steve Buscemi,95,1,1300000,695229,7.2,11369,65,43,12000,872,12000,14420
2603,The Basket,1999,Rich Cowan,Eric Dane,105,2,1300000,609042,6.5,449,38,14,7,117,2000,3475
2604,Eddie: The Sleepwalking Cannibal,2012,Boris Rodriguez,Stephen McHattie,83,0,1500000,1521,5.7,1231,10,56,5,932,413,843
2606,The Hebrew Hammer,2003,Jonathan Kesselman,Judy Greer,87,1,1000000,19539,6.2,4182,53,35,4,3000,2000,6227
2607,Friday the 13th Part 2,1981,Steve Miner,Betsy Palmer,87,0,1250000,19100000,6.1,39690,394,242,49,0,309,707
2608,Filly Brown,2012,Youssef Delara,Noel Gugliemi,80,1,427000,2833383,5.7,910,11,16,8,0,2000,2459
2609,"Sex, Lies, and Videotape",1989,Steven Soderbergh,Peter Gallagher,100,2,1200000,24741700,7.2,37785,95,58,0,2000,828,1431
2610,Saw,2004,James Wan,Michael Emerson,103,0,1200000,55153403,7.7,299127,1509,287,0,0,2000,5161
2611,Super Troopers,2001,Jay Chandrasekhar,Geoffrey Arend,100,0,1200000,18488314,7.1,76151,333,100,422,0,816,2893
2613,You Can Count on Me,2000,Kenneth Lonergan,Matthew Broderick,111,0,1200000,9180275,7.7,22145,231,122,50,756,2000,4288
2614,But I'm a Cheerleader,1999,Jamie Babbit,Natasha Lyonne,85,1,1200000,2199853,6.6,19986,186,99,91,0,1000,4289
2615,Home Run,2013,David Boyd,Vivica A. Fox,113,2,1200000,2859955,6.0,2417,32,10,29,0,890,2681
2616,Reservoir Dogs,1992,Quentin Tarantino,Quentin Tarantino,99,0,1200000,2812029,8.4,664719,931,173,16000,19000,16000,28994
2617,Blue Like Jazz,2012,Steve Taylor,Jason Marsden,108,0,1200000,594904,6.0,2582,89,38,14,0,1000,1805
2618,Down and Out with the Dolls,2001,Kurt Voss,Lemmy,88,0,1200000,58936,6.1,91,4,12,0,27,268,318
2619,Airborne,1993,Rob Bowman,Alanna Ubach,91,0,2600000,2850263,6.2,5061,70,9,38,0,584,1218
2620,Waiting...,2005,Rob McKittrick,Ryan Reynolds,94,3,3000000,16101109,6.8,76467,236,91,6,0,16000,19957
2621,Dead Man's Shoes,2004,Shane Meadows,Paddy Considine,90,0,695393,6013,7.7,39929,207,99,222,0,680,1311
2622,From a Whisper to a Scream,1987,Jeff Burr,Terry Kiser,92,0,1100000,1400000,5.9,1324,37,57,155,241,448,1329
2623,Dracula: Pages from a Virgin's Diary,2002,Guy Maddin,Sarah Murphy-Dyson,73,1,1600000,39659,7.0,1555,32,58,126,131,14,21
2624,Beyond the Black Rainbow,2010,Panos Cosmatos,Chris Gauthier,110,1,1100000,56129,6.1,6555,82,97,22,0,434,645
2625,Rocky,1976,John G. Avildsen,Sylvester Stallone,145,0,960000,117235247,8.1,375240,542,141,80,0,13000,16094
2627,Unfriended,2014,Levan Gabriadze,Shelley Hennig,83,0,1000000,31537320,5.7,44329,309,270,6,13000,707,1565
2628,The Howling,1981,Joe Dante,Patrick Macnee,91,0,1000000,17986000,6.6,22773,195,161,287,0,1000,4438
2629,Chernobyl Diaries,2012,Bradley Parker,Jesse McCartney,86,0,1000000,18112929,5.0,52642,271,270,18,24000,1000,2665
2630,Hellraiser,1987,Clive Barker,Andrew Robinson,86,0,1000000,14564027,7.0,76407,335,203,385,0,266,673
2631,God's Not Dead 2,2016,Harold Cronk,Benjamin A. Onyango,120,11,5000000,20773070,3.4,4501,102,29,18,0,634,1810
2632,Cry_Wolf,2005,Jeff Wadlow,Julian Morris,90,0,1000000,10042266,5.9,23021,220,137,65,816,1000,3155
2633,Transamerica,2005,Duncan Tucker,Kevin Zegers,103,2,1000000,9013113,7.4,36321,230,169,2,0,2000,3192
2634,The Devil Inside,2012,William Brent Bell,Fernanda Andrade,83,0,1000000,53245055,4.2,30570,290,225,19,12000,403,988
2635,The Green Inferno,2013,Eli Roth,Daryl Sabara,100,0,6000000,7186670,5.4,21468,164,285,0,12000,640,2082
2636,The Sessions,2012,Ben Lewin,W. Earl Brown,95,3,1000000,5997134,7.2,36381,126,337,20,11000,422,1899
2637,Next Stop Wonderland,1998,Brad Anderson,Philip Seymour Hoffman,104,1,1000000,3386698,6.7,4195,86,38,122,392,22000,23461
2638,Frozen River,2008,Courtney Hunt,Charlie McDermott,97,1,1000000,2508841,7.2,21746,93,181,33,0,496,994
2639,20 Feet from Stardom,2013,Morgan Neville,Sheryl Crow,91,0,1000000,4946250,7.4,9540,80,149,9,14000,130,198
2640,Two Girls and a Guy,1997,James Toback,Robert Downey Jr.,84,3,1000000,1950218,5.6,5933,102,54,56,387,21000,21124
2641,Walking and Talking,1996,Nicole Holofcener,Kevin Corrigan,86,2,1000000,1277257,6.8,2629,32,18,132,227,778,2400
2643,Who Killed the Electric Car?,2006,Chris Paine,Ed Begley Jr.,92,0,1000000,1677838,7.7,11283,155,87,2,0,783,1447
2644,The Broken Hearts Club: A Romantic Comedy,2000,Greg Berlanti,Justin Theroux,94,1,1000000,1744858,7.0,6084,120,51,112,671,1000,3085
2646,Slam,1998,Marc Levin,Sonja Sohn,100,0,1000000,982214,7.2,1976,51,16,12,603,245,295
2647,Brigham City,2001,Richard Dutcher,Wilford Brimley,119,0,1000000,798341,7.2,983,63,12,13,100,957,1107
2648,Orgazmo,1997,Trey Parker,Trey Parker,92,0,1000000,582024,6.2,30396,168,59,406,0,406,904
2649,All the Real Girls,2003,David Gordon Green,Zooey Deschanel,108,0,2500000,548712,6.9,9233,126,88,234,571,11000,12385
2650,Dream with the Fishes,1997,Finn Taylor,David Arquette,97,0,1000000,464655,7.0,1524,29,28,4,166,611,1692
2651,Blue Car,2002,Karen Moncrieff,Frances Fisher,88,0,1000000,464126,6.7,3142,68,44,22,115,638,1641
2652,Luminarias,2000,Jos Luis Valenzuela,Cheech Marin,100,1,1000000,428535,3.6,505,32,13,0,24,844,2289
2653,Wristcutters: A Love Story,2006,Goran Dukic,Leslie Bibb,88,2,1000000,104077,7.4,46076,88,117,21,11000,1000,4720
2654,The Battle of Shaker Heights,2003,Efram Potelle,Shiri Appleby,79,2,1000000,279282,6.1,3806,49,29,2,150,855,2489
2656,Taxi to the Dark Side,2007,Alex Gibney,Alex Gibney,53,0,1000000,274661,7.7,10564,40,84,141,0,141,313
2657,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,Paul Crowder,Pel,97,0,1000000,144431,7.3,1290,13,40,10,587,102,118
2658,Antarctica: A Year on Ice,2013,Anthony Powell,Josh Swanson,91,1,1000000,287761,7.6,2482,16,31,9,0,53,86
2659,The House of the Devil,2009,Ti West,Lena Dunham,95,0,900000,100659,6.4,30160,193,238,243,0,969,3833
2660,The Perfect Host,2010,Nick Tomnay,David Hyde Pierce,93,1,500000,48430,6.8,20176,73,112,11,0,443,1452
2661,Safe Men,1998,John Hamburg,Harvey Fierstein,88,0,1000000,21210,6.1,2735,52,33,29,157,499,1141
2662,The Specials,2000,Craig Mazin,Judy Greer,82,0,1000000,12996,6.0,1938,54,29,82,210,2000,3905
2663,Alone with Her,2006,Eric Nicholas,Jordana Spiro,78,0,1000000,10018,6.1,3228,31,71,0,244,262,509
2664,Creative Control,2015,Benjamin Dickinson,Nora Zehetner,97,1,1000000,62480,5.5,1048,7,36,4,793,446,928
2665,Special,2006,Hal Haberman,Michael Rapaport,81,0,1000000,6387,6.9,4862,37,56,0,0,975,2694
2666,The Jimmy Show,2001,Frank Whaley,Lynn Cohen,96,3,1500000,703,5.4,480,21,9,436,47,474,920
2668,L!fe Happens,2011,Kat Coiro,Justin Kirk,100,8,930000,20186,5.7,6025,15,18,28,995,945,2924
2669,Hard Candy,2005,David Slade,Odessa Rae,104,0,950000,1007962,7.1,131969,651,231,171,12000,109,117
2670,The Quiet,2005,Jamie Babbit,Katy Mixon,91,0,900000,381186,6.4,13485,90,65,91,698,982,3299
2671,Fruitvale Station,2013,Ryan Coogler,Ahna O'Reilly,85,0,900000,16097842,7.5,53919,168,327,0,17000,282,687
2672,The Brass Teapot,2012,Ramaa Mosley,Jack McBrayer,101,2,900000,6643,6.4,11965,39,62,6,0,975,4184
2673,The Hammer,2007,Charles Herman-Wurmfeld,John Enos III,88,1,850000,442638,7.3,5489,23,73,0,337,465,897
2675,Latter Days,2003,C. Jay Cox,Joseph Gordon-Levitt,107,2,850000,819939,7.2,14580,252,35,6,0,23000,26017
2676,"For a Good Time, Call...",2012,Jamie Travis,James Wolk,88,0,850000,1243961,6.0,13421,34,115,15,0,938,3770
2677,Time Changer,2002,Rich Christiano,Gavin MacLeod,95,1,825000,15278,5.6,1742,158,16,14,409,284,1185
2678,Welcome to the Dollhouse,1995,Todd Solondz,Heather Matarazzo,88,1,800000,4771000,7.5,26513,174,74,377,0,529,1502
2679,Ruby in Paradise,1993,Victor Nunez,Allison Dean,114,1,800000,1001437,7.2,2039,28,11,9,81,159,423
2680,Not Cool,2014,Shane Dawson,Shane Dawson,93,4,600000,35688,5.1,4167,72,6,247,0,247,954
2681,Saints and Soldiers,2003,Ryan Little,Corbin Allred,90,0,780000,1310270,6.8,17725,157,33,38,1000,214,587
2682,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,Matt Maiellaro,Tina Fey,86,0,750000,5518918,6.9,12160,73,82,8,307,2000,3071
2683,Safety Not Guaranteed,2012,Colin Trevorrow,Mary Lynn Rajskub,86,0,750000,4007792,7.0,101287,260,271,365,31000,934,2714
2684,Kill List,2011,Ben Wheatley,MyAnna Buring,95,0,500000,26297,6.3,25750,209,255,214,0,513,1269
2685,The Innkeepers,2011,Ti West,Lena Dunham,101,0,750000,77501,5.5,27260,247,292,243,0,969,1252
2687,Interview with the Assassin,2002,Neil Burger,Raymond J. Barry,88,0,750000,47329,6.6,1661,31,31,168,163,108,243
2688,Donkey Punch,2008,Oliver Blackburn,Julian Morris,99,0,900000,18378,5.2,9376,74,114,4,0,1000,1558
2689,Hoop Dreams,1994,Steve James,William Gates,170,0,700000,7830611,8.3,18980,74,53,23,0,7,15
2690,L.I.E.,2001,Michael Cuesta,Adam LeFevre,97,1,700000,1141829,7.2,8509,109,64,52,420,80,209
2692,Naturally Native,1998,Jennifer Wynne Farmer,Irene Bedard,107,4,700000,10508,6.5,103,6,2,0,102,752,1763
2693,Hav Plenty,1997,Christopher Scott Cherot,Hill Harper,84,2,650000,2301777,6.5,819,36,25,21,161,465,714
2694,Mercy Streets,2000,Jon Gunn,Stacy Keach,106,1,600000,171988,5.6,448,16,15,16,12,602,1281
2695,Arnolds Park,2007,Gene Teigland,Kendyl Joi,103,4,600000,23616,5.6,94,4,118,0,11,23,85
2696,Broken Vessels,1998,Scott Ziehl,William Smith,90,0,600000,13493,6.6,531,19,18,4,51,919,2288
2697,Fireproof,2008,Alex Kendrick,Kirk Cameron,122,0,500000,33451479,6.5,17068,215,50,589,0,848,1164
2698,Benji,1974,Joe Camp,Frances Bavier,86,0,500000,39552600,6.1,3411,36,5,24,816,407,1090
2699,Open Water,2003,Chris Kentis,Blanchard Ryan,79,1,500000,30500882,5.7,42256,916,235,9,0,48,67
2700,Kingdom of the Spiders,1977,John 'Bud' Cardos,Woody Strode,97,0,500000,17000000,5.9,3274,84,95,8,0,423,516
2701,The Station Agent,2003,Tom McCarthy,Peter Dinklage,89,0,500000,5739376,7.7,58260,286,154,310,0,22000,24419
2702,To Save a Life,2009,Brian Baugh,Randy Wayne,120,1,1000000,3773863,7.1,4583,55,20,3,0,984,2563
2703,Beyond the Mat,1999,Barry W. Blaustein,Terry Funk,108,3,500000,2047570,7.6,6790,80,70,6,491,54,194
2704,The Singles Ward,2002,Kurt Hale,Kirby Heyborne,102,0,500000,1250798,6.4,1099,53,5,0,43,69,161
2705,Sholem Aleichem: Laughing in the Darkness,2011,Joseph Dorman,Rachel Dratch,93,1,500000,906666,6.8,154,5,29,0,287,399,660
2706,Groove,2000,Greg Harrison,Rachel True,86,0,500000,1114943,6.5,3562,74,46,7,0,328,407
2707,The R.M.,2003,Kurt Hale,Kirby Heyborne,101,0,500000,1111615,6.0,651,34,3,0,44,69,155
2708,Twin Falls Idaho,1999,Michael Polish,Sasha Alexander,111,0,500000,985341,7.3,3479,87,54,35,180,980,3166
2709,Mean Creek,2004,Jacob Aaron Estes,Rory Culkin,90,0,500000,603943,7.3,26407,154,126,9,1000,710,2655
2710,Hurricane Streets,1997,Morgan J. Freeman,Edie Falco,86,3,500000,334041,6.5,1038,21,17,204,51,659,2322
2711,Never Again,2001,Eric Schaeffer,Peter Dinklage,98,1,500000,295468,6.0,709,34,25,71,139,22000,24382
2712,Civil Brand,2002,Neema Barnette,Monica Calhoun,91,3,500000,243347,5.3,553,24,11,21,86,597,2555
2713,Lonesome Jim,2005,Steve Buscemi,Kevin Corrigan,91,0,500000,154077,6.6,6884,53,81,12000,238,778,1440
2714,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,2012,Molly Bernstein,David Mamet,88,0,500000,151389,7.1,774,7,39,0,590,342,483
2715,The Other Dream Team,2012,Marius A. Markevicius,Tommy Sheppard,89,1,500000,133778,8.4,3086,9,26,6,0,14,44
2716,Finishing the Game: The Search for a New Bruce Lee,2007,Justin Lin,Monique Gabriela Curnen,84,0,500000,52850,6.2,1656,12,35,681,155,239,734
2717,Kiss the Bride,2007,C. Jay Cox,Tori Spelling,100,3,500000,31937,5.7,1358,10,9,6,60,396,2310
2718,Monsters,2010,Gareth Edwards,Scoot McNairy,94,0,500000,237301,6.4,75669,451,344,380,19000,660,1118
2719,The Living Wake,2007,Sol Tryon,Jim Gaffigan,91,2,500000,12055,6.5,739,10,28,0,339,472,1047
2720,Detention of the Dead,2012,Alex Craig Mann,Justin Chon,87,6,500000,1332,4.6,2038,20,29,38,898,552,2251
2722,Born to Fly: Elizabeth Streb vs. Gravity,2014,Catherine Gund,Elizabeth Streb,82,1,500000,21199,6.8,40,10,10,0,44,0,0
2723,Straight Out of Brooklyn,1991,Matty Rich,Lawrence Gilliard Jr.,91,4,450000,2712293,5.9,475,11,8,10,123,353,380
2724,Bloody Sunday,2002,Paul Greengrass,James Nesbitt,107,0,2000000,768045,7.7,19732,120,92,521,0,773,976
2725,Conversations with Other Women,2005,Hans Canosa,Olivia Wilde,84,0,450000,379122,7.1,10143,54,365,3,0,10000,12496
2726,Poultrygeist: Night of the Chicken Dead,2006,Lloyd Kaufman,John Karyus,103,0,500000,23000,6.2,5931,58,88,365,0,907,1411
2727,Metropolitan,1990,Whit Stillman,Chris Eigeman,98,1,225000,2938208,7.5,7143,52,71,89,865,88,173
2728,Napoleon Dynamite,2004,Jared Hess,Jon Heder,92,0,400000,44540956,6.9,161448,1473,220,100,0,970,3950
2729,Blue Ruin,2013,Jeremy Saulnier,Devin Ratray,90,0,1066167,258113,7.1,42678,135,279,57,0,1000,1528
2730,Paranormal Activity,2007,Oren Peli,Micah Sloat,84,0,15000,107917283,6.3,184824,1189,409,110,12000,189,330
2731,Monty Python and the Holy Grail,1975,Terry Gilliam,Eric Idle,91,0,229575,1229197,8.3,382240,660,131,0,14000,795,2158
2732,Gory Gory Hallelujah,2003,Sue Corcoran,Tony Doupe,96,2,100000,11798,4.7,179,18,8,14,39,361,387
2733,Tarnation,2003,Jonathan Caouette,Greg Ayres,88,3,218,592014,7.2,5709,114,72,20,754,58,78
2734,I Want Your Money,2010,Ray Griggs,Bill Farmer,92,0,400000,425899,5.1,1123,31,4,4,638,93,168
2735,What Happens in Vegas,2008,Tom Vaughan,Treat Williams,101,2,35000000,80276912,6.1,140740,151,148,12,0,642,1026
2736,Trekkies,1997,Roger Nygard,Walter Koenig,86,1,375000,617172,7.0,4407,75,43,3,672,643,2864
2737,Murderball,2005,Henry Alex Rubin,Mark Zupan,88,1,1750211,1523883,7.8,9037,70,110,30,0,15,15
2738,American Ninja 2: The Confrontation,1987,Sam Firstenberg,Michael Dudikoff,90,0,350000,4000000,4.7,6046,46,40,44,583,615,872
2740,Tumbleweeds,1999,Gavin O'Connor,Kimberly J. Brown,102,1,312000,1281176,6.7,2932,73,64,149,121,409,1986
2741,The Prophecy,1995,Gregory Widen,Viggo Mortensen,98,0,8000000,16115878,6.6,24438,194,56,10,0,10000,13433
2742,Pieces of April,2003,Peter Hedges,Oliver Platt,80,3,300000,2360184,7.1,18035,177,131,54,0,1000,3010
2743,Old Joy,2006,Kelly Reichardt,Daniel London,76,2,300000,255352,6.7,4423,57,88,129,594,52,132
2744,Wendy and Lucy,2008,Kelly Reichardt,John Robinson,80,1,200000,856942,7.1,12241,112,189,129,0,375,460
2745,"First Love, Last Rites",1997,Jesse Peretz,Robert John Burke,94,0,300000,40542,5.5,294,16,16,37,26,318,751
2746,Fighting Tommy Riley,2004,Eddie O'Flaherty,Don Wallace,109,0,200000,5199,6.6,720,23,13,3,30,54,185
2748,Locker 13,2014,Bruce Dellis,Tatyana Ali,95,3,300000,2468,4.8,241,5,10,0,261,685,2048
2749,Compliance,2012,Craig Zobel,Dreama Walker,90,0,270000,318622,6.4,24668,175,286,25,0,601,1734
2750,Chasing Amy,1997,Kevin Smith,Matt Damon,113,5,250000,12006514,7.3,114070,500,147,0,0,13000,15765
2751,Lovely & Amazing,2001,Nicole Holofcener,Aunjanue Ellis,91,3,250000,4186931,6.9,6041,85,71,132,169,400,1330
2752,Better Luck Tomorrow,2002,Justin Lin,Parry Shen,98,1,250000,3799339,7.2,8000,138,51,681,661,94,139
2753,The Incredibly True Adventure of Two Girls in Love,1995,Maria Maggenti,Nicole Ari Parker,94,0,250000,1977544,6.5,3513,36,23,4,423,360,656
2754,Chuck & Buck,2000,Miguel Arteta,Lupe Ontiveros,96,0,250000,1050600,6.6,4662,136,59,44,170,625,1378
2755,American Desi,2001,Piyush Dinker Pandya,Purva Bedi,100,2,250000,902835,6.7,1489,40,9,0,133,250,454
2756,Cube,1997,Vincenzo Natali,David Hewlett,90,0,365000,489220,7.3,160511,696,99,165,11000,686,1743
2757,Love and Other Catastrophes,1996,Emma-Kate Croghan,Radha Mitchell,76,1,250000,212285,6.4,1727,21,21,0,46,991,1661
2758,I Married a Strange Person!,1997,Bill Plympton,Charis Michelsen,75,0,250000,203134,7.0,1428,21,19,45,178,5,7
2759,November,2004,Greg Harrison,Amir Talai,78,1,150000,191309,5.5,2787,64,43,7,98,308,1008
2760,Sugar Town,1999,Allison Anders,Ally Sheedy,92,2,250000,177840,6.1,708,22,29,99,93,793,1987
2761,The Canyons,2013,Paul Schrader,Nolan Gerard Funk,99,0,250000,49494,3.9,8511,87,162,261,0,924,2862
2762,The Sticky Fingers of Time,1997,Hilary Brougher,James Urbaniak,81,0,250000,18195,6.3,336,7,8,0,67,119,154
2763,Burn,2012,Tom Putnam,Brendan Doogie Milewski,86,0,225000,111300,7.5,575,6,22,15,801,2,2
2764,Urbania,2000,Jon Shear,Dan Futterman,106,1,225000,1027119,7.0,2742,73,38,0,72,254,964
2765,Swingers,1996,Doug Liman,Jon Favreau,96,0,200000,4505922,7.4,63951,252,77,218,0,4000,4230
2766,Short Cut to Nirvana: Kumbh Mela,2004,Maurizio Benazzo,The Dalai Lama,85,0,200000,381225,7.2,131,13,15,0,30,66,66
2767,Middle of Nowhere,2012,Ava DuVernay,Omari Hardwick,97,2,200000,78030,6.5,1034,10,37,151,569,1000,3021
2768,The Business of Fancydancing,2002,Sherman Alexie,William Joseph Elk III,103,0,200000,174682,6.9,460,14,12,18,96,96,314
2769,Call + Response,2008,Justin Dillon,Matisyahu,86,3,200000,215185,7.5,48,2,7,0,26,178,279
2771,The Trials of Darryl Hunt,2006,Ricki Stern,Darryl Hunt,106,0,200000,1111,7.7,771,10,11,15,246,2,2
2772,Weekend,2011,Andrew Haigh,Tom Cullen,97,0,120000,469947,7.7,19846,68,143,131,0,507,654
2773,She's Gotta Have It,1986,Spike Lee,S. Epatha Merkerson,88,0,175000,7137502,6.5,4769,26,26,0,406,539,708
2774,Another Earth,2011,Mike Cahill,Robin Lord Taylor,92,1,100000,1316074,7.0,71387,228,242,135,21000,574,1303
2775,Tadpole,2000,Gary Winick,Bebe Neuwirth,78,2,150000,2882062,6.3,5178,101,91,56,132,376,1144
2776,The Woman Chaser,1999,Robinson Devor,Marilyn Rising,88,0,1200000,110720,7.3,524,22,18,14,73,142,168
2777,The Horse Boy,2009,Michel Orion Scott,Temple Grandin,93,0,160000,155984,7.4,586,9,29,0,0,58,62
2779,Antarctic Edge: 70 South,2015,Dena Seidel,Naderev Sano,72,0,150000,4914,7.0,123,2,5,0,215,0,0
2780,Top Spin,2014,Sara Newens,Ariel Hsing,80,0,150000,5858,7.1,260,2,18,0,116,0,0
2781,Roger & Me,1989,Michael Moore,Michael Moore,91,0,160000,6706368,7.5,22800,133,40,909,667,909,1048
2782,Your Sister's Sister,2011,Lynn Shelton,Mark Duplass,90,2,125000,1573712,6.7,21618,62,171,100,3000,830,973
2783,Facing the Giants,2006,Alex Kendrick,Alex Kendrick,111,0,100000,10174663,6.7,12399,382,31,589,0,589,916
2784,The Gallows,2015,Travis Cluff,Pfeifer Brown,81,0,100000,22757819,4.2,13521,150,159,3,0,220,276
2785,Hollywood Shuffle,1987,Robert Townsend,Robert Townsend,81,1,100000,5228617,7.0,2770,32,21,467,471,467,1431
2786,The Lost Skeleton of Cadavra,2001,Larry Blamire,Fay Masterson,90,1,40000,110536,7.0,4117,118,88,56,0,126,284
2787,Cheap Thrills,2013,E.L. Katz,Brighton Sharbino,88,3,200000,59379,6.8,12796,52,193,3,0,3000,4729
2789,Pi,1998,Darren Aronofsky,Mark Margolis,84,0,60000,3216970,7.5,142619,586,138,0,24000,1000,2065
2790,20 Dates,1998,Myles Berkowitz,Tia Carrere,87,0,60000,536767,5.3,1622,83,32,0,30,1000,1362
2791,Super Size Me,2004,Morgan Spurlock,Chemeeka Walker,100,2,65000,11529368,7.3,85028,404,193,293,0,0,0
2792,The FP,2011,Brandon Trost,Clifton Collins Jr.,82,0,60000,40557,5.6,1389,22,66,32,0,968,2046
2793,Happy Christmas,2014,Joe Swanberg,Anna Kendrick,82,3,70000,30084,5.6,5507,23,65,217,812,10000,11642
2794,The Brothers McMullen,1995,Edward Burns,Shari Albert,98,0,25000,10246600,6.6,6375,36,36,0,265,138,388
2795,Tiny Furniture,2010,Lena Dunham,Lena Dunham,98,0,65000,389804,6.3,11816,35,113,969,0,969,2530
2796,George Washington,2000,David Gordon Green,Paul Schneider,90,0,42000,241816,7.5,6246,76,75,234,451,552,642
2797,Smiling Fish & Goat on Fire,1999,Kevin Jordan,Derick Martini,90,5,40000,277233,7.6,2631,26,21,4,0,20000,20814
2798,The Legend of God's Gun,2007,Mike Bruce,Joseph Campanella,78,0,30000,243768,4.1,143,9,3,6,13,32,72
2799,Clerks,1994,Kevin Smith,Jason Mewes,102,4,230000,3151130,7.8,181749,615,136,0,0,898,2103
2800,In the Company of Men,1997,Neil LaBute,Stacy Edwards,97,0,25000,2856622,7.3,11550,197,80,119,489,136,254
