movie_title,title_year,genres,plot_keywords,movie_imdb_link,director_name,actor_1_name,actor_2_name,actor_3_name,color,duration,language,country,facenumber_in_poster,aspect_ratio,content_rating,budget,gross,imdb_score,num_voted_users,num_user_for_reviews,num_critic_for_reviews,director_facebook_likes,movie_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes
Diary of a Mad Black Woman,2005,Comedy|Drama|Romance,comic relief|diary|kiss|madea series|state flag,http://www.imdb.com/title/tt0422093/?ref_=fn_tt_tt_1,Darren Grant,Cicely Tyson,Kimberly Elise,Tamara Taylor,Color,116,English,USA,0,1.85,PG-13,5500000,50382128,5.6,10472,202,62,0,0,907,637,476,2723
Shine,1996,Biography|Drama|Music|Romance,abuse|australia|concert|pianist|piano,http://www.imdb.com/title/tt0117631/?ref_=fn_tt_tt_1,Scott Hicks,Noah Taylor,Armin Mueller-Stahl,Nicholas Bell,Color,105,English,Australia,0,1.85,PG-13,5500000,35811509,7.7,43013,104,71,96,0,509,294,35,888
Don Jon,2013,Comedy|Drama|Romance,camera focus on female butt|cunnilingus|new jersey|oral sex|reference to facebook,http://www.imdb.com/title/tt2229499/?ref_=fn_tt_tt_1,Joseph Gordon-Levitt,Joseph Gordon-Levitt,Scarlett Johansson,Tony Danza,Color,90,English,USA,1,2.35,R,3000000,24475193,6.6,190494,314,364,23000,33000,23000,19000,694,44265
Ghost World,2001,Comedy|Drama,art class|diner|friend|graduation|high school,http://www.imdb.com/title/tt0162346/?ref_=fn_tt_tt_1,Terry Zwigoff,Scarlett Johansson,Steve Buscemi,T.J. Thyne,Color,111,English,USA,0,1.85,R,7000000,6200756,7.4,96129,488,122,72,5000,19000,12000,722,34106
Iris,2001,Biography|Drama|Romance,alzheimer's disease|book|love|novelist|writer,http://www.imdb.com/title/tt0280778/?ref_=fn_tt_tt_1,Richard Eyre,Kate Winslet,Jim Broadbent,Kris Marshall,Color,91,English,UK,1,1.85,R,5500000,1292119,7.1,14786,144,100,14,0,14000,1000,548,16768
Mambo Italiano,2003,Comedy|Drama,gay|immigrant|italian|police|police officer,http://www.imdb.com/title/tt0330602/?ref_=fn_tt_tt_1,mile Gaudreault,Paul Sorvino,Luke Kirby,Claudia Ferri,Color,92,English,Canada,0,1.85,R,5000000,6239558,6.7,5548,67,67,9,352,636,210,71,1033
Wonderland,2003,Crime|Drama|Mystery|Thriller,murder|police|police investigation|porn star|robbery,http://www.imdb.com/title/tt0335563/?ref_=fn_tt_tt_1,James Cox,Alexis Dziena,Louis Lombardi,Franky G,Color,104,English,USA,0,1.85,R,5000000,1056102,6.6,18792,153,91,10,1000,715,436,93,1315
Do the Right Thing,1989,Drama,black militant|frustration|pizza|pizza parlor|pizzeria,http://www.imdb.com/title/tt0097216/?ref_=fn_tt_tt_1,Spike Lee,Ruby Dee,John Savage,Danny Aiello,Color,120,English,USA,2,1.85,R,6500000,27545445,7.9,59524,418,103,0,0,782,652,388,2892
Harvard Man,2001,Comedy|Crime|Drama|Romance|Thriller,basketball|cheerleader|college|harvard|philosophy,http://www.imdb.com/title/tt0242508/?ref_=fn_tt_tt_1,James Toback,Sarah Michelle Gellar,Eric Stoltz,Joey Lauren Adams,Color,99,English,USA,3,2.35,R,5500000,56007,4.9,3754,69,27,56,113,4000,902,781,6776
Salvation Boulevard,2011,Action|Comedy|Drama|Thriller,cross|doused with gasoline|pastor|security guard|shower,http://www.imdb.com/title/tt1251743/?ref_=fn_tt_tt_1,George Ratliff,Jim Gaffigan,Cree Kelly,Mike Eshaq,Color,96,English,USA,5,1.85,R,9000000,27445,5.3,3788,31,48,3,1000,472,39,38,561
The Ten,2007,Comedy|Romance,death|mexico|sabbath|surgeon|ten stories,http://www.imdb.com/title/tt0811106/?ref_=fn_tt_tt_1,David Wain,Jon Hamm,Ken Marino,Ron Silver,Color,96,English,USA,4,1.85,R,5250000,766487,5,15315,117,65,136,915,4000,543,139,4883
Saint Ralph,2004,Comedy|Drama|Sport,boston marathon|coma|marathon|miracles|running,http://www.imdb.com/title/tt0384488/?ref_=fn_tt_tt_1,Michael McGowan,Campbell Scott,Adam Butcher,Gordon Pinsent,Color,98,English,Canada,1,1.85,PG-13,6000000,795126,7.6,4976,52,47,12,989,393,259,149,955
Insidious: Chapter 2,2013,Fantasy|Horror|Thriller,barricading a door|injection in leg|police detective|supernatural|taser,http://www.imdb.com/title/tt2226417/?ref_=fn_tt_tt_1,James Wan,Lin Shaye,Barbara Hershey,Leigh Whannell,Color,106,English,USA,0,2.35,PG-13,5000000,83574831,6.6,109214,269,318,0,35000,852,618,482,2975
Saw II,2005,Horror|Mystery,death|detective|nerve gas|serial killer|trap,http://www.imdb.com/title/tt0432348/?ref_=fn_tt_tt_1,Darren Lynn Bousman,Emmanuelle Vaugier,Tony Nappo,Shawnee Smith,Color,95,English,USA,0,1.85,R,4000000,87025093,6.6,188679,864,250,163,0,1000,654,651,4134
10 Cloverfield Lane,2016,Drama|Horror|Mystery|Sci-Fi|Thriller,alien|bunker|car crash|kidnapping|minimal cast,http://www.imdb.com/title/tt1179933/?ref_=fn_tt_tt_1,Dan Trachtenberg,Bradley Cooper,John Gallagher Jr.,Sumalee Montano,Color,104,English,USA,0,2.35,PG-13,15000000,71897215,7.3,126893,440,411,16,33000,14000,338,82,14504
Jackass: The Movie,2002,Comedy|Documentary,alligator|golf|japan|panda|stunt,http://www.imdb.com/title/tt0322802/?ref_=fn_tt_tt_1,Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius,Color,87,English,USA,0,1.85,R,5000000,64267897,6.6,67992,327,106,79,0,608,362,218,1770
Lights Out,2016,Horror,based on short film|reference to avenged sevenfold|reference to slayer|switching lights on and off|two word title,http://www.imdb.com/title/tt4786282/?ref_=fn_tt_tt_1,David F. Sandberg,Billy Burke,Amiah Miller,Gabriel Bateman,Color,81,English,USA,0,2.35,PG-13,4900000,56536016,6.9,13523,95,159,26,0,2000,509,300,3344
Paranormal Activity 3,2011,Horror,animate object|imaginary friend|reference to macgyver|whispering|woman wearing only a man's shirt,http://www.imdb.com/title/tt1778304/?ref_=fn_tt_tt_1,Henry Joost,Johanna Braddy,Sprague Grayden,Christopher Nicholas Smith,Color,94,English,USA,0,1.85,R,5000000,104007828,5.8,76828,314,251,24,24000,581,438,434,2371
Ouija,2014,Fantasy|Horror,death of girlfriend|funeral|ghost|ouija|spirit,http://www.imdb.com/title/tt1204977/?ref_=fn_tt_tt_1,Stiles White,Lin Shaye,Shelley Hennig,Daren Kagasoff,Color,89,English,USA,0,2.35,PG-13,5000000,50820940,4.4,31915,159,183,10,18000,852,707,704,5056
A Nightmare on Elm Street 3: Dream Warriors,1987,Action|Fantasy|Horror|Thriller,dream|freddy krueger|killer|nightmare|springwood ohio,http://www.imdb.com/title/tt0093629/?ref_=fn_tt_tt_1,Chuck Russell,John Saxon,Heather Langenkamp,Jennifer Rubin,Color,88,English,USA,0,1.85,X,4500000,44793200,6.6,49820,311,131,55,0,506,449,150,1584
The Gift,2015,Mystery|Thriller,compulsive liar|fired from a job|gift|rape|substance abuse,http://www.imdb.com/title/tt4178092/?ref_=fn_tt_tt_1,Joel Edgerton,Busy Philipps,Allison Tolman,Wendell Pierce,Color,108,English,USA,1,2.35,R,5000000,43771291,7.1,79916,279,297,0,15000,1000,562,458,3215
Paranormal Activity 4,2012,Horror,boy in a bathtub|demon|laptop computer|pulled underwater|walking in the dark,http://www.imdb.com/title/tt2109184/?ref_=fn_tt_tt_1,Henry Joost,Matt Shively,Brendon Eggertsen,Alisha Boe,Color,96,English,USA,0,1.85,R,5000000,53884821,4.6,51204,247,248,24,26000,235,119,113,799
Monster,2003,Biography|Crime|Drama|Thriller,beach|female criminal|hooker|lesbian|prostitute,http://www.imdb.com/title/tt0340855/?ref_=fn_tt_tt_1,Patty Jenkins,Charlize Theron,Bruce Dern,Pruitt Taylor Vince,Color,109,English,USA,2,1.85,R,4500000,34468224,7.3,105568,533,185,260,0,9000,844,592,11736
Paranormal Activity: The Marked Ones,2014,Fantasy|Horror|Thriller,apartment|blood|demonic possession|neighbor|pentagram,http://www.imdb.com/title/tt2473682/?ref_=fn_tt_tt_1,Christopher Landon,Richard Cabral,Gloria Sandoval,Molly Ephraim,Color,101,English,USA,0,1.78,R,5000000,32453345,5,31791,155,220,52,10000,510,358,332,2161
Dallas Buyers Club,2013,Biography|Drama,drugs|fda|gay community|hiv|homophobia,http://www.imdb.com/title/tt0790636/?ref_=fn_tt_tt_1,Jean-Marc Valle,Matthew McConaughey,Jennifer Garner,Denis O'Hare,Color,117,English,USA,0,2.35,R,5000000,27296514,8,326494,340,471,212,65000,11000,3000,896,17738
The Lazarus Effect,2015,Horror|Sci-Fi|Thriller,electrocuted|experiment|hell|serum|university,http://www.imdb.com/title/tt2918436/?ref_=fn_tt_tt_1,David Gelb,Olivia Wilde,Mark Duplass,Donald Glover,Color,83,English,USA,0,2.35,PG-13,3300000,25799043,5.2,28513,126,152,26,0,10000,830,801,11771
Memento,2000,Mystery|Thriller,flashback|memory|murder|short term memory|telephone,http://www.imdb.com/title/tt0209144/?ref_=fn_tt_tt_1,Christopher Nolan,Callum Rennie,Thomas Lennon,Jorja Fox, Black and White,113,English,USA,0,2.35,R,9000000,25530884,8.5,845580,2067,274,22000,40000,716,651,379,1997
Oculus,2013,Horror|Mystery,home office|mirror|released from a mental hospital|trauma|video camera,http://www.imdb.com/title/tt2388715/?ref_=fn_tt_tt_1,Mike Flanagan,James Lafferty,Rory Cochrane,Garrett Ryan,Color,104,English,USA,0,2.35,R,5000000,27689474,6.5,85688,339,336,59,23000,972,407,202,2071
Clerks II,2006,Comedy,fast food|fast food restaurant|new jersey|quick stop|restaurant,http://www.imdb.com/title/tt0424345/?ref_=fn_tt_tt_1,Kevin Smith,Ethan Suplee,Jason Mewes,Brian O'Halloran, Black and White,97,English,USA,3,1.85,R,5000000,24138847,7.4,114797,472,174,0,0,1000,898,657,2990
Billy Elliot,2000,Drama|Music,audition|ballet|boxing|miner|miners strike,http://www.imdb.com/title/tt0249462/?ref_=fn_tt_tt_1,Stephen Daldry,Julie Walters,Gary Lewis,Jamie Draven,Color,110,English,UK,0,1.85,R,5000000,21994911,7.7,98354,433,151,335,0,838,203,34,1122
The Way Way Back,2013,Comedy|Drama,awkward boy|shy kid|summer|vacation|water park,http://www.imdb.com/title/tt1727388/?ref_=fn_tt_tt_1,Nat Faxon,Steve Carell,Liam James,Jim Rash,Color,103,English,USA,1,1.85,PG-13,5000000,21501098,7.4,115813,216,276,214,22000,7000,468,424,8375
House Party 2,1991,Comedy|Drama|Music|Romance,college|misogyny|money|new friend|party,http://www.imdb.com/title/tt0102065/?ref_=fn_tt_tt_1,George Jackson,William Schallert,Tisha Campbell-Martin,Helen Martin,Color,94,English,USA,0,1.85,R,5000000,19281235,5.1,3571,11,12,0,232,901,413,287,2523
Doug's 1st Movie,1999,Animation|Comedy|Family,dance|friend|monster|reference to batman|valentine,http://www.imdb.com/title/tt0187819/?ref_=fn_tt_tt_1,Maurice Joyce,Frank Welker,Constance Shulman,Alice Playten,Color,77,English,USA,1,1.33,G,5000000,19421271,5,2448,18,28,0,122,2000,804,73,2908
The Apostle,1997,Drama,church|louisiana|minister|preacher|texas,http://www.imdb.com/title/tt0118632/?ref_=fn_tt_tt_1,Robert Duvall,John Beasley,Todd Allen,June Carter Cash,Color,134,English,USA,1,1.85,PG-13,5000000,20733485,7.2,11622,157,95,3000,1000,205,130,77,428
Our Idiot Brother,2011,Comedy|Drama,art model|farmer|jail|nude model|three sisters,http://www.imdb.com/title/tt1637706/?ref_=fn_tt_tt_1,Jesse Peretz,Zooey Deschanel,Adam Scott,Steve Coogan,Color,90,English,USA,1,1.85,R,5000000,24809547,6.4,74875,115,179,37,11000,11000,3000,1000,15710
The Players Club,1998,Comedy|Drama,catfight|dominatrix|rape|spanking|stripper,http://www.imdb.com/title/tt0119905/?ref_=fn_tt_tt_1,Ice Cube,Bernie Mac,Monica Calhoun,Chrystale Wilson,Color,104,English,USA,9,1.85,R,4500000,23031390,5.6,4345,26,22,0,575,1000,597,498,2868
O,2001,Drama|Romance|Thriller,basketball|basketball player|boarding school|love|shakespeare's othello,http://www.imdb.com/title/tt0184791/?ref_=fn_tt_tt_1,Tim Blake Nelson,Mekhi Phifer,Andrew Keegan,John Heard,Color,95,English,USA,2,1.85,R,5000000,16017403,6.2,17333,153,92,596,0,1000,835,697,3300
"As Above, So Below",2014,Horror|Mystery|Thriller,archeologist|catacomb|found footage|paris france|philosopher's stone,http://www.imdb.com/title/tt2870612/?ref_=fn_tt_tt_1,John Erick Dowdle,Ben Feldman,Edwin Hodge,Perdita Weeks,Color,93,English,USA,0,1.85,R,5000000,21197315,6.1,49948,211,196,66,14000,1000,200,161,1410
Eve's Bayou,1997,Drama,doctor|louisiana|secret|title directed by female|witchcraft,http://www.imdb.com/title/tt0119080/?ref_=fn_tt_tt_1,Kasi Lemmons,Jurnee Smollett-Bell,Lynn Whitfield,Diahann Carroll,Color,109,English,USA,2,1.85,R,6000000,14821531,7.3,6915,209,31,148,599,2000,434,426,3843
Still Alice,2014,Drama,alzheimer's disease|bechdel test passed|linguistics professor|new york city|reference to angels in america the play,http://www.imdb.com/title/tt3316960/?ref_=fn_tt_tt_1,Richard Glatzer,Kristen Stewart,Hunter Parrish,Seth Gilliam,Color,101,English,USA,1,1.85,PG-13,5000000,18656400,7.5,86077,195,309,25,45000,17000,2000,423,19673
Friday the 13th Part VIII: Jason Takes Manhattan,1989,Adventure|Horror,cult film|friday the thirteenth|hockey mask|jason voorhees|murder spree,http://www.imdb.com/title/tt0097388/?ref_=fn_tt_tt_1,Rob Hedden,Kane Hodder,Peter Mark Richman,Scott Reeves,Color,100,English,USA,0,1.85,R,5000000,14343976,4.5,22961,291,129,6,1000,935,120,65,1327
Spring Breakers,2012,Crime|Drama,kissing a dead body|repeated dialogue|sex in pool|spring break|twins,http://www.imdb.com/title/tt2101441/?ref_=fn_tt_tt_1,Harmony Korine,James Franco,Heather Morris,Rachel Korine,Color,94,English,USA,4,2.35,R,5000000,14123773,5.3,108683,561,444,520,25000,11000,892,192,12306
Halloween: The Curse of Michael Myers,1995,Horror|Thriller,halloween|michael myers|nudity|returning character with different actor|slasher flick,http://www.imdb.com/title/tt0113253/?ref_=fn_tt_tt_1,Joe Chappelle,Donald Pleasence,Kim Darby,Mitchell Ryan,Color,93,English,USA,0,1.85,R,5000000,15126948,4.9,20815,335,123,13,0,742,152,141,1227
Shaun of the Dead,2004,Comedy|Horror,british horror|pub|record collection|zombie|zombie apocalypse,http://www.imdb.com/title/tt0365748/?ref_=fn_tt_tt_1,Edgar Wright,Peter Serafinowicz,Dylan Moran,Rafe Spall,Color,99,English,UK,6,2.35,R,4000000,13464388,8,395921,859,246,1000,19000,605,427,358,1686
The Haunting of Molly Hartley,2008,Drama|Horror|Thriller,18th birthday|birthday|community center|resurrection|teenager,http://www.imdb.com/title/tt1045655/?ref_=fn_tt_tt_1,Mickey Liddell,Jessica Lowndes,Randy Wayne,Haley Bennett,Color,82,English,USA,5,1.85,PG-13,5000000,13350177,3.8,7904,113,74,7,562,1000,984,664,4856
Lone Star,1996,Drama|Mystery,father son relationship|interracial relationship|neo western|sheriff|texas,http://www.imdb.com/title/tt0116905/?ref_=fn_tt_tt_1,John Sayles,Matthew McConaughey,Clifton James,Miriam Colon,Color,135,English,USA,2,2.35,R,5000000,13269963,7.6,23202,173,68,407,0,11000,189,111,11400
Halloween 4: The Return of Michael Myers,1988,Horror|Thriller,halloween|michael myers|murder|niece|october,http://www.imdb.com/title/tt0095271/?ref_=fn_tt_tt_1,Dwight H. Little,Donald Pleasence,Kathleen Kinmont,Ellie Cornell,Color,88,English,USA,0,1.85,R,5000000,17768000,5.9,29629,374,144,27,0,742,120,101,1136
April Fool's Day,1986,Horror|Mystery,april fool's day|island|mansion|psycho|secret,http://www.imdb.com/title/tt0090655/?ref_=fn_tt_tt_1,Fred Walton,Thomas F. Wilson,Deborah Foreman,Clayton Rohner,Color,89,English,USA,0,2.35,R,5000000,12947763,6.2,10624,125,96,17,0,690,190,85,1160
Diner,1982,Comedy|Drama,baltimore colts|diner|marriage|salesman|wedding,http://www.imdb.com/title/tt0083833/?ref_=fn_tt_tt_1,Barry Levinson,Steve Guttenberg,Daniel Stern,Ellen Barkin,Color,110,English,USA,6,1.85,R,5000000,14100000,7.2,14995,87,42,272,0,801,796,551,2943
Lone Wolf McQuade,1983,Action|Crime|Drama|Thriller|Western,drugs|martial arts|texas|texas ranger|weapon,http://www.imdb.com/title/tt0085862/?ref_=fn_tt_tt_1,Steve Carver,David Carradine,William Sanderson,Robert Beltran,Color,107,English,USA,0,1.85,PG,5000000,12200000,6.3,7973,65,29,8,0,926,400,268,2383
Apollo 18,2011,Horror|Mystery|Sci-Fi|Thriller,cosmonaut|footprint|found footage|moon|secret mission,http://www.imdb.com/title/tt1772240/?ref_=fn_tt_tt_1,Gonzalo Lpez-Gallego,Warren Christie,Ryan Robbins,Andrew Airlie,Color,86,English,USA,0,1.33,PG-13,5000000,17683670,5.2,47227,323,228,17,0,520,270,205,1520
Sunshine Cleaning,2008,Comedy|Drama,business|crime scene cleanup|private school|school|sister sister relationship,http://www.imdb.com/title/tt0862846/?ref_=fn_tt_tt_1,Christine Jeffs,Clifton Collins Jr.,Mary Lynn Rajskub,Paul Dooley,Color,91,English,USA,0,2.35,R,8000000,12055108,6.9,61151,134,195,19,0,968,934,260,2528
No Escape,2015,Action|Thriller,asia|fictional country|hotel|rebellion|revolution,http://www.imdb.com/title/tt1781922/?ref_=fn_tt_tt_1,John Erick Dowdle,Sterling Jerins,Claire Geare,Sahajak Boonthanakit,Color,103,English,USA,0,1.85,R,5000000,27285953,6.8,48675,214,203,66,16000,155,78,13,259
Fifty Shades of Black,2016,Comedy,color in title|parody|reference to cuba gooding jr|reference to netflix|written by star,http://www.imdb.com/title/tt4667094/?ref_=fn_tt_tt_1,Michael Tiddes,Fred Willard,Mike Epps,Russell Peters,Color,92,English,USA,4,,R,5000000,11675178,3.5,9509,53,59,89,11000,729,706,355,2848
Not Easily Broken,2009,Drama|Romance,african american protagonist|based on novel|title spoken by character,http://www.imdb.com/title/tt0795438/?ref_=fn_tt_tt_1,Bill Duke,Eddie Cibrian,Jenifer Lewis,Wood Harris,Color,99,English,USA,1,1.85,PG-13,8000000,10572742,6.1,2326,21,45,1000,738,849,578,409,2269
The Perfect Match,2016,Comedy|Romance,,http://www.imdb.com/title/tt4871980/?ref_=fn_tt_tt_1,Bille Woodruff,Donald Faison,Brandy Norwood,Lauren London,Color,96,English,USA,6,,R,5000000,9658370,4.5,1180,9,12,23,740,927,509,503,3552
Digimon: The Movie,2000,Action|Adventure|Animation|Family|Sci-Fi,based on video game|box office hit|computer|digimon|internet,http://www.imdb.com/title/tt0259974/?ref_=fn_tt_tt_1,Mamoru Hosoda,Lara Jill Miller,Colleen O'Shaughnessey,Mona Marshall,Color,82,English,USA,0,1.85,PG,5000000,9628751,5.9,5164,65,29,99,207,93,45,44,315
Saved!,2004,Comedy|Drama,christian|jewish|pastor|school|virginity,http://www.imdb.com/title/tt0332375/?ref_=fn_tt_tt_1,Brian Dannelly,Macaulay Culkin,Patrick Fugit,Eva Amurri Martino,Color,92,English,USA,5,1.85,PG-13,5000000,8786715,6.9,40274,324,121,12,0,3000,835,797,5668
The Forsaken,2001,Horror|Thriller,flashing breasts|hitchhiker|vampire|vampire hunter|virus,http://www.imdb.com/title/tt0245120/?ref_=fn_tt_tt_1,J.S. Cardone,Brendan Fehr,Kerr Smith,Izabella Miko,Color,90,English,USA,4,1.85,R,5000000,6755271,5.3,7319,131,56,23,327,847,591,560,3004
UHF,1989,Comedy|Drama,gambling|imagination|television|television station|tv show,http://www.imdb.com/title/tt0098546/?ref_=fn_tt_tt_1,Jay Levey,Fran Drescher,Gedde Watanabe,Michael Richards,Color,150,English,USA,1,1.85,PG-13,5000000,6157157,7,21416,198,59,3,0,859,448,448,3942
Slums of Beverly Hills,1998,Comedy|Drama,flatulence|menstrual blood|nomad|nursing school|title directed by female,http://www.imdb.com/title/tt0120831/?ref_=fn_tt_tt_1,Tamara Jenkins,Natasha Lyonne,Kevin Corrigan,Jessica Walter,Color,91,English,USA,0,1.85,R,5000000,5480318,6.6,9427,79,60,84,462,1000,778,572,2691
Made,2001,Comedy|Crime|Drama|Thriller,friendship|loudmouth|money laundering|new york city|stripper,http://www.imdb.com/title/tt0227005/?ref_=fn_tt_tt_1,Jon Favreau,Jon Favreau,Faizon Love,Jonathan Silverman,Color,95,English,USA,2,1.85,R,5000000,5308707,6.4,15053,165,81,4000,393,4000,585,334,5245
Moon,2009,Drama|Mystery|Sci-Fi,computer|contract|earth|moon|solitude,http://www.imdb.com/title/tt1182345/?ref_=fn_tt_tt_1,Duncan Jones,Kevin Spacey,Matt Berry,Benedict Wong,Color,97,English,UK,0,2.35,R,5000000,5009677,7.9,260607,485,415,0,47000,18000,572,372,19404
Sea Rex 3D: Journey to a Prehistoric World,2010,Documentary,3d|imax|plesiosaur|sea|water,http://www.imdb.com/title/tt1529567/?ref_=fn_tt_tt_1,Ronan Chapalain,Norbert Ferrer,Guillaume Denaiffe,Chloe Hollings,Color,41,English,UK,0,1.78,,5000000,4074023,6.9,296,4,7,0,89,55,0,0,55
The Sweet Hereafter,1997,Drama,anger|bus|child|lawyer|school,http://www.imdb.com/title/tt0120255/?ref_=fn_tt_tt_1,Atom Egoyan,Bruce Greenwood,Sarah Polley,Simon Baker,Color,112,English,Canada,0,2.35,R,5000000,4306697,7.7,26720,196,120,460,920,990,900,395,2820
Bottle Shock,2008,Comedy|Drama,airport|california|flat tire|overalls|wine,http://www.imdb.com/title/tt0914797/?ref_=fn_tt_tt_1,Randall Miller,Alan Rickman,Freddy Rodrguez,Greg Collins,Color,110,English,USA,0,2.35,PG-13,5000000,4040588,6.8,12233,89,109,19,0,25000,579,39,25676
Heavenly Creatures,1994,Biography|Crime|Drama|Romance|Thriller,fantasy life|friend|friendship|love|teenage crush,http://www.imdb.com/title/tt0110005/?ref_=fn_tt_tt_1,Peter Jackson,Kate Winslet,Jed Brophy,Liz Mullane,Color,108,English,New Zealand,2,2.35,R,5000000,3049135,7.4,50197,265,93,0,0,14000,433,88,14574
90 Minutes in Heaven,2015,Drama,heaven|hospital|praying|pronounced dead|recovery,http://www.imdb.com/title/tt4337690/?ref_=fn_tt_tt_1,Michael Polish,Hayden Christensen,Bobby Batson,Cynthia Barrett,Color,121,English,USA,0,2.35,PG-13,5000000,4700361,4.6,2047,29,12,35,0,4000,849,473,6617
Everything Must Go,2010,Comedy|Drama,alcoholic|beer|bicycle|new neighbor|yard sale,http://www.imdb.com/title/tt1531663/?ref_=fn_tt_tt_1,Dan Rush,Will Ferrell,Scott Takeda,Stephen Root,Color,97,English,USA,1,2.35,R,5000000,2711210,6.4,40305,86,155,7,0,8000,981,939,10517
Zero Effect,1998,Comedy|Crime|Drama|Mystery|Thriller,blackmail|client|private detective|private investigator|tycoon,http://www.imdb.com/title/tt0120906/?ref_=fn_tt_tt_1,Jake Kasdan,Kim Dickens,Ryan O'Neal,Angela Featherstone,Color,116,English,USA,2,1.85,R,5000000,1980338,7,12366,151,81,52,507,624,385,102,1209
Light Sleeper,1992,Crime|Drama,bare breasts|drugs|existentialism|new york city|redemption,http://www.imdb.com/title/tt0102307/?ref_=fn_tt_tt_1,Paul Schrader,Dana Delany,Jane Adams,David Clennon,Color,103,English,USA,0,1.85,R,5000000,1100000,6.8,3665,39,19,261,247,722,280,145,1201
